authid;authtypecode;main_heading;alt_heading;uri
7515;PERSO_NAME;"Regnault-Delalande, François Léandre 1762-1824";"Regnault-Delalande, F.-L.|Regnault, Franç. Léand.|Delalande, F.|Regnault, F. L.";http://www.wikidata.org/entity/Q52148235
7516;PERSO_NAME;"Ros, J.";;
7517;PERSO_NAME;"Wansing, Frederik";;
7518;PERSO_NAME;"Buddeus, Johann Franz 1667-1729";"Buddaeus     |Buddaeus, Jean-François |Budde, Johann Franz |Buddaeus, Johannes Franciscus | Buddaeus, Jean ";http://www.wikidata.org/entity/Q63500
7519;PERSO_NAME;"G. v. H.";"H., G. v.";http://www.wikidata.org/entity/Q2064874
7520;PERSO_NAME;"Halmael, Hendrik van 1654-1718";;http://www.wikidata.org/entity/Q108504583
7521;PERSO_NAME;"Oosterwyk, J. van";"Oosterwyk, Johannes van";
7522;PERSO_NAME;"Emerson, William 1701-1782";;http://www.wikidata.org/entity/Q3031685
7523;PERSO_NAME;"Kauchlitz Colizzi, Johann Andreas 1742-1808";"Kauchlitz, Johannes|Colizzi, Johan Andreas|Colizzi, Johannes|Kauchlitz Colizzi, Johannes";
7524;PERSO_NAME;"Gerlin, J. P.";;
7525;PERSO_NAME;Albanese;;
7526;PERSO_NAME;"Hinner, Philipp Joseph 1755-1784";;http://www.wikidata.org/entity/Q28320878
7527;PERSO_NAME;Gramagnac;;http://www.wikidata.org/entity/Q99670507
7529;PERSO_NAME;Felix;;
7532;PERSO_NAME;Fargere;;http://www.wikidata.org/entity/Q509286
7533;PERSO_NAME;Loodi;;
7534;PERSO_NAME;"Averkamp, Anton 1861-1934";;http://www.wikidata.org/entity/Q15448761
7535;PERSO_NAME;"Hartog, Jacques 1837-1917";;http://www.wikidata.org/entity/Q4496103
7536;PERSO_NAME;"Langhans, Wilhelm 1832-1892";"Langhans, W.";http://www.wikidata.org/entity/Q4253746
7537;PERSO_NAME;Pols;;
7538;PERSO_NAME;"Weyerman, Jacob Campo 1677-1747";"Weijerman, Jacob Campo|Weyermann, Jacques Campo,|Wyermann, Jacques Campo";http://www.wikidata.org/entity/Q2929721
7539;PERSO_NAME;"Gils, Johan Baptist Franciscus van 1877-1945";"Gils, J. B. F. van|Van Gils, Johan Baptist Franciscus|Van Gils, J. B. F.";http://www.wikidata.org/entity/Q66086121
7540;PERSO_NAME;"Heeroma, Klaas 1909-1972";"Heeroma, Klazina Hanzina|Heeroma, Klaus Hanzen|Hoeroma, Klaus|Heeroma, Klaas Hanzen";http://www.wikidata.org/entity/Q2201154
7543;PERSO_NAME;"Lublink, Joannes 1736-1816";"Lublink den Jongen, Joannes|Lublink de Jonge, Joannes|Lublink de Jonge, Johannes|Lublink jr, Joannes";http://www.wikidata.org/entity/Q20017697
7544;PERSO_NAME;"Liliencron, Rochus von 1820-1912";"Liliencron, Rochus Wilhelm Traugott Heinrich Ferdinand Freiherr von";http://www.wikidata.org/entity/Q215701
7545;PERSO_NAME;"Moens, Anna Maria 1775-1832";;http://www.wikidata.org/entity/Q2503242
7546;PERSO_NAME;"Elmenshorst, Heinrich 1632-1704";"Elmenshorst, Hinrich";http://www.wikidata.org/entity/Q1597140
7547;PERSO_NAME;"Fritz, Gregorius Sebastianus fl. 1726-1758";"Fritz, Sebastiano Gregorio|Fritz, Gregor Sebastian|Fritz, R. P. Gregorio";http://www.wikidata.org/entity/Q112432987
7548;PERSO_NAME;"Oppel, Karl 1816-1903";;http://www.wikidata.org/entity/Q1732516
7549;PERSO_NAME;"Oppel, Wigand 1822-1886";;
7550;PERSO_NAME;"Sixt, Johann Laurentius fl. 1780";"Sixt, Johann Lorenz [?]";
7551;PERSO_NAME;"Köcher, Adolph fl. 1834";"Köcher, A.";
7552;PERSO_NAME;"Papa, Francesco 1700-1750";;
7553;PERSO_NAME;"Zamminer, Friedrich Georg Karl 1817-1858";"Zamminer, Friedrich Georg|Zamminer, Friedrich";http://www.wikidata.org/entity/Q19828560
7554;PERSO_NAME;"Sicul, Christoph Ernst 1681-1732";;http://www.wikidata.org/entity/Q72938464
7556;PERSO_NAME;"Tenant de Latour, Jean Baptiste 1779-1862";;http://www.wikidata.org/entity/Q3164451
7557;PERSO_NAME;"Della Corte, Andrea 1883-1968";;http://www.wikidata.org/entity/Q3615673
7558;PERSO_NAME;"Schopp, Johann 1590-1667";"Schop, Johann";http://www.wikidata.org/entity/Q657445
7559;PERSO_NAME;"Rist, Johann 1607-1667";"Rist, Iohannes|Rist, Johan|Rist, Johann von|Rist, Johannes";http://www.wikidata.org/entity/Q66615
7561;PERSO_NAME;"Reimann, Johann Balthasar 1702-1749";;http://www.wikidata.org/entity/Q11928208
7562;PERSO_NAME;"Schiørring, Niels 1743-1798";;http://www.wikidata.org/entity/Q11991387
7563;PERSO_NAME;"Poisot, Charles 1822-1904";"Poisot, C.E.|Poisot, Charles Émile|Poisot, Charles-Émile";
7564;PERSO_NAME;"Deroye, Arthur";;
7565;PERSO_NAME;"Auger, Felix 1827-1892";"Auger, F.";
7566;PERSO_NAME;"Dietsch, Pierre-Louis 1808 - 1865";"Dietsch, Pierre-Louis-Philippe";
7567;PERSO_NAME;"Hecht, L'abbé";;
7568;PERSO_NAME;"Lemaigre, Edmond 1849 - 1890";"Lemaigre, E.|Lemaigre, Ed.";
7569;PERSO_NAME;"Niedermeyer, Louis 1802-1861";"Niedermeyer, Abraham Louis";http://www.wikidata.org/entity/Q304620
7570;PERSO_NAME;"Garin, P. J. M.";"Garin, Joseph|Garin, P.J.M.|Garin, Père J.-M.|Garin, Père Joseph";
7571;PERSO_NAME;"Gounod, Charles 1818-1893";"Gounod|Gounod, C.|Gounod, Carlo|Gounod, Ch.|Gounod, Charles François";http://www.wikidata.org/entity/Q180278
7572;PERSO_NAME;"Gerbore, M.";;
7573;PERSO_NAME;"Lambillotte, Louis 1796 - 1855";"Lambilotte, L.";http://www.wikidata.org/entity/Q3262430
7574;PERSO_NAME;"Rillé, Laurent de  1828-1915";"Rillé, François Anatole Laurent de";
7575;PERSO_NAME;"Sabbattini, Nicola 1574-1654";;http://www.wikidata.org/entity/Q3339903
7576;PERSO_NAME;"Lagemans, E. G. fl. 1836";;
7578;PERSO_NAME;"Picchi, Giovanni 1571-1643";"Picchi, G.";http://www.wikidata.org/entity/Q1388720
7579;PERSO_NAME;"Chilesotti, Oscar 1848-1916";"Chilesotti, O.";http://www.wikidata.org/entity/Q3886400
7580;PERSO_NAME;"Stefani, Giovanni";;
7581;PERSO_NAME;"Besard, Jean-Baptiste c. 1567-1625";"Besardo, Giovanni Battista";http://www.wikidata.org/entity/Q1684613
7582;PERSO_NAME;"Caroso, Fabritio 1526-1605";"Caroso, Fabrizio|Caroso, Mario Fabrizio";http://www.wikidata.org/entity/Q130984
7583;PERSO_NAME;"Negri, Cesare 1535-1604)";Trombone;http://www.wikidata.org/entity/Q130922
7585;PERSO_NAME;"Morgenstern, Lina 1830-1909";"Bauer, Lina |Suppenlina";http://www.wikidata.org/entity/Q66502
7586;PERSO_NAME;"Thomson, James 1700-1748";"Thomson, J.|Thomson, Jakob|Thomson, Jacopo|Thompson, James";http://www.wikidata.org/entity/Q555029
7588;PERSO_NAME;"Asschenberg, Harmanus 1726-1792";"Asschenbergh, Harmanus|Asschenberg, Hermanus |Asschenberg, Harmanus van |Aschenberg, Harmanus |Aschenbergh, Harmanus |Phileleutherus";http://www.wikidata.org/entity/Q108440449
7589;PERSO_NAME;"Huizinga Bakker, Pieter";;
7590;PERSO_NAME;"Bleecker, Daniel";;
7591;PERSO_NAME;"Doornik, Jan Gerard";;http://www.wikidata.org/entity/Q107947726
7593;PERSO_NAME;"Nooy, H.";;
7594;PERSO_NAME;"Formey, Samuel 1711-1797";"Formey, Jean Henri Samuel |de Formey, Jean Henri Samuel |Yemrof|Formey";http://www.wikidata.org/entity/Q88385
7595;PERSO_NAME;"Hüpsch, Adolf von";;http://www.wikidata.org/entity/Q364794
7596;PERSO_NAME;"Herder, Johann Gottfried 1744-1803";"Herder, J. G.|Herder, J. G. von|Herder, Johann Gottfried von|Von Herder, J. G.";http://www.wikidata.org/entity/Q155547
7597;PERSO_NAME;"Marggraf, Andreas Sigismund";;http://www.wikidata.org/entity/Q57983
7598;PERSO_NAME;"Beguelin, Nikolaus von";;http://www.wikidata.org/entity/Q3340917
7599;PERSO_NAME;"Gleditsch, Johann Gottlieb 1714-1786";Gled.;http://www.wikidata.org/entity/Q64257
7600;PERSO_NAME;"Lambert, Johann Heinrich";;http://www.wikidata.org/entity/Q122999
7601;PERSO_NAME;"Francheville, Joseph du Fresne de";;http://www.wikidata.org/entity/Q3184871
7602;PERSO_NAME;"Gerhard, Karl Abraham";;http://www.wikidata.org/entity/Q1036652
7603;PERSO_NAME;"Lagrange, Joseph Louis de";;http://www.wikidata.org/entity/Q80222
7604;PERSO_NAME;"Castillon, Johann von";;http://www.wikidata.org/entity/Q1371138
7605;PERSO_NAME;"Bernouilli, Jean";;http://www.wikidata.org/entity/Q123994
7606;PERSO_NAME;"Merian, Johann Bernhard 1723-1807";;http://www.wikidata.org/entity/Q3180503
7607;PERSO_NAME;"Sulzer, Johann Georg 1720-1779";Sulzer,;http://www.wikidata.org/entity/Q27598299
7608;PERSO_NAME;"Thiébault, Dieudonné";;http://www.wikidata.org/entity/Q1224286
7609;PERSO_NAME;"Bitaubé, Paul Jeremias";;
7612;PERSO_NAME;"Ramsøe, Wilhelm Emilio 1837-1895";"Ramsö, Wilhelm |Ramsøe, Emilio Wilhelm |Ramsøe, Wilhelm ";http://www.wikidata.org/entity/Q19976962
7613;PERSO_NAME;"Gandrup, Th.";;
7614;PERSO_NAME;"Poulenc, Francis 1899-1963";"Poulenc, F.|Poulenc, François|Poulene, Francis";http://www.wikidata.org/entity/Q191408
7615;PERSO_NAME;"Hunolt, Franz 1691-1746";"Hunolt, F.|Hunolt, Fr.|Hunolt, Franc.|Hunolt, Francis|Hunolt, Francis|Hunolt, Francisco|Hunolt, Franciscus,|Hunolt, Frans|Hunolt, Franz";http://www.wikidata.org/entity/Q122861
7616;PERSO_NAME;"Deuchar, David 1743-1808";;
7617;PERSO_NAME;"Beckmann, Johann Christoph 1641-1717";"Beckman, Johann Christoph|Bekmann, Johann Christoph|Becmann, Johann Christoph";http://www.wikidata.org/entity/Q105443
7618;PERSO_NAME;"Knaut, Christ 1654-1716";"Knauth, Christian";http://www.wikidata.org/entity/Q89822
7620;PERSO_NAME;"Pirro, André 1869-1943";"Pirro, André Gabriel Edme |Pirro, Alfred";http://www.wikidata.org/entity/Q522323
7621;PERSO_NAME;"Kempter, Karl 1819-1871";;http://www.wikidata.org/entity/Q1731901
7622;PERSO_NAME;"Schönebeck, Carl Siegemund 1758-1806";"Schönebeck, Karl Siegemund";http://www.wikidata.org/entity/Q1040604
7623;PERSO_NAME;"Burgess, Henry jr.";;
7624;PERSO_NAME;"Watts, William 1778-1859";"Watts, W.";
7625;PERSO_NAME;"Dussen, Jan Herman van der 1805-1859";"Dussen, J. H. van der";
7626;PERSO_NAME;"Sallust 86 B.C.-34 B.C.";"Crisp, G. Sal·lusti|Crispus, C. Sallustius|Crispus Sallustius, C.|Gaio Crispo Sallustio|Gayo Salustio Crispo|Krisp, Gaĭ Salli︠u︡stiĭ|Krispus, Gajus Salustiusz|Salli︠u︡stiĭ Krisp, Gaĭ|Sallust|Salluste";http://www.wikidata.org/entity/Q7170
7628;PERSO_NAME;"Pez, Johann Christoph 1664-1716";;http://www.wikidata.org/entity/Q316352
7629;PERSO_NAME;"Bassani, Giovanni Battista";;http://www.wikidata.org/entity/Q465565
7630;PERSO_NAME;"Behm, Martin 1557-1622";"Böhme, Martin |Behme, Martin |Behemb, Martin|Bohemus, Martinus ";http://www.wikidata.org/entity/Q106112
7631;PERSO_NAME;"Titon du Tillet, Évrard 1677-1762";"Titon du Tillet|Titon du Tillet, Evrard";http://www.wikidata.org/entity/Q3592904
7632;PERSO_NAME;"Strauch, Aegidius 1632-1682";"Strauch, Egidio|Strauch, Egidius";http://www.wikidata.org/entity/Q380648
7634;PERSO_NAME;"Smit Sibinga, Theo";;http://www.wikidata.org/entity/Q55683497
7638;PERSO_NAME;"Groneman, Albertus 1711-1778";"Groneman, Alberto|Gronemann, Alberto|Groneman, Johann Albert Heinrich|Groneman, Johannes Albertus |Gronemann, Albertus";http://www.wikidata.org/entity/Q5933018
7639;PERSO_NAME;"Bremner, Robert 1713/20-1789";"Brymer, Robert";http://www.wikidata.org/entity/Q7342331
7640;PERSO_NAME;"Guénin, Marie Alexandre 1744-1835";"Guénin, Marie-Alexandre|Guenin, Marie Alexandre|Guenin, Marie-Alexandre";http://www.wikidata.org/entity/Q980580
7641;PERSO_NAME;"Bodel Nijenhuis, Johannes 1797-1872";"Bodel Nijenhuis, J. T.|Bodel Nijenhuis, Johannes Tiberius";http://www.wikidata.org/entity/Q2104132
7643;PERSO_NAME;"Michel, Joseph";;
7644;PERSO_NAME;"Saint-Saëns, Camille 1835-1921";"Saëns, Camille Saint-|Saint-Saëns, C.|Saint-Saëns, Charles Camille|St. Saëns";http://www.wikidata.org/entity/Q150445
7645;PERSO_NAME;Marchal;;
7646;PERSO_NAME;"Küffner, Joseph";;http://www.wikidata.org/entity/Q106000
7647;PERSO_NAME;"Prati, Alessio";;http://www.wikidata.org/entity/Q3610570
7648;PERSO_NAME;"L'Abbé de Bugle";;
7649;PERSO_NAME;"Schroetter, Johann Samuel";;
7650;PERSO_NAME;"Hüllmandel, Nicolas-Joseph 1756-1823";"Huellmandel, Nicholas Joseph|Hüllmandel, James Nicolas|Hüllmandel, Jean Nicolas|Hüllmandel, N. J.|Hüllmandel, Nikolaus Joseph|Hulmandell";http://www.wikidata.org/entity/Q588375
7651;PERSO_NAME;"Fodor, Carel Anton";;http://www.wikidata.org/entity/Q4514974
7652;PERSO_NAME;"Bambini, Felice";;http://www.wikidata.org/entity/Q3068078
7653;PERSO_NAME;Vion;;
7654;PERSO_NAME;"Darondeau, Henri";;http://www.wikidata.org/entity/Q3130912
7655;PERSO_NAME;"Jarnovic, Ive Mane";;
7656;PERSO_NAME;Charpentier;;
7657;PERSO_NAME;"Séjan, Louis-Nicolas";;http://www.wikidata.org/entity/Q3260764
7658;PERSO_NAME;"Chartrain, Nicolas Joseph";;http://www.wikidata.org/entity/Q1986340
7659;PERSO_NAME;"Dittersdorf, Karl Ditters von 1739-1799";"Diters fon Ditersdorf, Karl|Ditersdorf, Karl Diters fon|Ditters von Dittersdorf, Karl|Ditters z Dittersdorfu, Karel|Ditters, Karl|Dittersdorf, C. D. von|Dittersdorf, Carl Ditters von|Dittersdorf, K. D. von|Dittersdorfu, Karel Ditters z|Von Dittersdorf, Karl Ditters";http://www.wikidata.org/entity/Q78522
7660;PERSO_NAME;"Gia, F.";;
7662;PERSO_NAME;"Borty, Mr.";;
7663;PERSO_NAME;"Guy, Jean-Henri";"Guy, J.-H.";http://www.wikidata.org/entity/Q110816574
7665;PERSO_NAME;"Bauer, Georg Valentin 1738-1819";;
7666;PERSO_NAME;"Bauerin, Anna Sabina fl. 17xx-18xx";"Bauer, Anna Sabina";
7667;PERSO_NAME;"Bontempi, Giovanni Andrea 1624-1705";"Bontempi, Giovanni Andrea Angelini";http://www.wikidata.org/entity/Q875506
7668;PERSO_NAME;"Delbergue-Cormont, Victorien";;
7669;PERSO_NAME;"Labitte, Adolphe";;http://www.wikidata.org/entity/Q110083613
7670;PERSO_NAME;"Paul, Em";;
7671;PERSO_NAME;"Huard, L.";;http://www.wikidata.org/entity/Q21555912
7673;PERSO_NAME;"Nivers, Guillaume-Gabriel 1632-1714";"Nivers, G.-G.|Nivers, Gillaume-Gabriel|Nivers, Guilaume-Gabriel|Nivers, Guillaume Gabriel|Nivers, Guillelmus Gabrielis";http://www.wikidata.org/entity/Q716279
7674;PERSO_NAME;"Drechsler, Joseph 1782-1852";"Drechsler, Jos.|Drechsler, Josef";http://www.wikidata.org/entity/Q733099
7676;PERSO_NAME;"Fléchier, Esprit 1632-1710";"Fléchier, Valentin-Esprit";http://www.wikidata.org/entity/Q1368429
7678;PERSO_NAME;"Nissen, Georg Nikolaus von";;http://www.wikidata.org/entity/Q955658
7679;PERSO_NAME;"Schimmelpenninck, Gerrit";;
7680;PERSO_NAME;"Jablonski, Johann Theodor 1654-1731";"Rondeau, Pierre";http://www.wikidata.org/entity/Q108370
7681;PERSO_NAME;"Rossi, Lemme 1602-1673";;http://www.wikidata.org/entity/Q1816986
7682;PERSO_NAME;"Boddaert, Pieter 1694-1760";;http://www.wikidata.org/entity/Q2374045
7683;PERSO_NAME;"Scheibel, Johann Ephraim";;http://www.wikidata.org/entity/Q11727698
7684;PERSO_NAME;"Lingke, Georg Friedrich 1697-1777";;http://www.wikidata.org/entity/Q55910165
7685;PERSO_NAME;"Ledeboer, Adrianus Martinus";;
7686;PERSO_NAME;"Leyden, Jan Gerbrantszoon van";;
7687;PERSO_NAME;"Matthæus, Antonio";;
7688;PERSO_NAME;"Lambeck, Peter 1628-1680";"Lambecius, Petrus";http://www.wikidata.org/entity/Q69049
7689;PERSO_NAME;"Snoeck, César Charles 1834-1898";;http://www.wikidata.org/entity/Q47112803
7690;PERSO_NAME;"Francq van Berkhey, Johannes le 1729-1812";"Berkhey, Johannes le Francq van|Francq van Berkheij, Joannes le|Francq van Berkheij, Johannes le|Francq van Berkhey, J. le|Francq van Berkhey, Joannes le|Francq van Berkhey, Johan le|Le Francq van Berkhey, Johannes|Van Berkhey, Johannes le Francq,";http://www.wikidata.org/entity/Q117688
7691;PERSO_NAME;"Verwer, Adriaen Pietersz";;http://www.wikidata.org/entity/Q2010140
7692;PERSO_NAME;"Paaltjens, Piet 1835-1894";"Haversmidt, François";http://www.wikidata.org/entity/Q1622461
7693;PERSO_NAME;"Röpphel, W.";;
7694;PERSO_NAME;"Lauremberg, Johann Hans Willmsen L. Rost. 1590-1658";;http://www.wikidata.org/entity/Q97596
7695;PERSO_NAME;"Solano, Francisco Inácio";;http://www.wikidata.org/entity/Q97303344
7696;PERSO_NAME;"Santa Maria Rosa, Bernardo de";;
7697;PERSO_NAME;"Saldenus, Guilielmus 1627-1694";"Saldenus, Guilielmus Antonius ";
7698;PERSO_NAME;"Manassès de Pas de Feuquières, Antoine de Marquis 1648 - 1711";"Pas de Feuquières, Antoine de |Pas, Antoine de ";http://www.wikidata.org/entity/Q587269
7699;PERSO_NAME;"Van Heijningen Bosch";;
7700;PERSO_NAME;"Clavareau, Auguste 1787-1864";"Clavareau, A.|Clavareau, Antoine Joseph Théodore August|Clavareau, Aug. J.Th.A. ";http://www.wikidata.org/entity/Q2112270
7701;PERSO_NAME;"Weijer, van de";;
7702;PERSO_NAME;"Lusse, Charles de 1720-1774";"Delusse, Charles";http://www.wikidata.org/entity/Q1066578
7703;PERSO_NAME;"Guichard, Jean-François 1731-1811";;
7704;PERSO_NAME;"Sedaine, Michel-Jean 1719-1797";"M. S.|S., M.|Sedaine|Sedaine, Jean-Michel,|Sedaine, Michel-Jean|Seden'";http://www.wikidata.org/entity/Q367243
7705;PERSO_NAME;"Alberthoma, Robertus c. 1690-1772";;
7706;PERSO_NAME;"Aspelind, Magnus D. c. 1686-c. 1751";;
7707;PERSO_NAME;"Rosiers, André de";;http://www.wikidata.org/entity/Q20101700
7708;PERSO_NAME;"Spangenberg, Johann 1484-1550";;http://www.wikidata.org/entity/Q1696266
7709;PERSO_NAME;"Joly, Claude 1607-1700";;http://www.wikidata.org/entity/Q2977601
7710;PERSO_NAME;"Schaap, Jan Claesz 1640-ca. 1676";"Schaep, Jan Claesz";http://www.wikidata.org/entity/Q108584397
7711;PERSO_NAME;"Steversloot, Laurentius 1672-1736";;
7712;PERSO_NAME;"Stieve, Gottfried";;http://www.wikidata.org/entity/Q112434560
7713;PERSO_NAME;"Withof, Johann Philipp Lorenz 1725-1789";"Withofius, Ioannes ";http://www.wikidata.org/entity/Q110902
7714;PERSO_NAME;"Krause, Johann Gottlieb 1684-1736";"Krause, J. G.|Krause, Joh. Gottlieb";http://www.wikidata.org/entity/Q1293788
7715;PERSO_NAME;"Sohr, Peter 1630-1692";"Sohren, Peter";http://www.wikidata.org/entity/Q2078395
7717;PERSO_NAME;"Picerli, Silverio";;http://www.wikidata.org/entity/Q110270124
7718;PERSO_NAME;"Gall, Ludwig 1769-1845";"Gall, Louis";http://www.wikidata.org/entity/Q104420384
7719;PERSO_NAME;"Sjoerds, Foeke 1713-1770";;http://www.wikidata.org/entity/Q13135629
7720;PERSO_NAME;"Reynvaan, P. van";;
7721;PERSO_NAME;"Eliot, George Mary Anne Evans";;
7722;PERSO_NAME;"Bede, Adam";;
7723;PERSO_NAME;"Bosboom, Toussaint";;http://www.wikidata.org/entity/Q446879
7724;PERSO_NAME;"Delaunay, Vicomte Delphine de Girardin";;
7725;PERSO_NAME;"Dobbenga, Paul";;
7726;PERSO_NAME;"Offerhaus, Leonardus 1699-1779";"Offerhaus, Leonard";http://www.wikidata.org/entity/Q97972
7727;PERSO_NAME;"Deflinne, Victor";;
7728;PERSO_NAME;"Apeldoorn, Jacobus Cornelis van 1856-1932";"Apeldoorn, J. C. van|van Apeldoorn, Jacobus Cornelis";http://www.wikidata.org/entity/Q24250004
7729;PERSO_NAME;"Verdussen, Cornelius";;http://www.wikidata.org/entity/Q112432538
7730;PERSO_NAME;"Sherlock, William 1641?-1707";;http://www.wikidata.org/entity/Q3568954
7731;PERSO_NAME;"Becher, Friedrich Liebegott 1765-1830";;
7732;PERSO_NAME;"Leibniz, Gottfried Wilhelm 1646-1716";"G. G. L. L.|L., G. G. L.|Leibnitius, Godefridus Guilielmus|Leibnitz, Godefroy-Guillaume|Leibniz, G. W.|Leibniz, Georg Wilhelm|Leibniz, Gottfried Wilhelm von|Leibnizius, Godefridus Guilielmus|Leibnizius, Gotfridus Guilelmus|Leubnitz, Gottfried Wilhelm";http://www.wikidata.org/entity/Q9047
7733;PERSO_NAME;"Naumann, Robert 1809-1880";"Naumann, Emil Wilhelm Robert ";http://www.wikidata.org/entity/Q65088092
7734;PERSO_NAME;"Nobbe, Karl Friedrich August 1791-1878";;http://www.wikidata.org/entity/Q106912
7735;PERSO_NAME;"Mártires, Veríssimo dos 1699?-1767";"Martyres, Fr. Veríssimo dos|Martyres, Fray Veríssimo dos|Martyres, Veríssimo dos";
7736;PERSO_NAME;"Gomes da Silva, Alberto José c. 1713-1795";;http://www.wikidata.org/entity/Q19997698
7737;PERSO_NAME;"Boer, Francijntje de 1784-1852";"Boer, Francyntje de";http://www.wikidata.org/entity/Q2299757
7738;PERSO_NAME;"Kalliakis, Nicholas  1645-1707";"Calliachi, Niccolò |Calliachi, Nicolai|Calliachius, Nicolaus|Kalliakis, Nikolaos ";http://www.wikidata.org/entity/Q3558422
7739;PERSO_NAME;"Conceição, Manoel da 1680-1745";"Conceição, Fr. Manoel da";
7740;PERSO_NAME;"Lorenzani, Paolo 1640-1713";;http://www.wikidata.org/entity/Q734825
7741;PERSO_NAME;"Schott, Gaspar 1608-1666";"Schott, Caspar";http://www.wikidata.org/entity/Q91673
7742;PERSO_NAME;"Vossius, Isaac 1618-1689";"Vossius, Isaak ";http://www.wikidata.org/entity/Q3112766
7744;PERSO_NAME;"Moser, Johann Jacob 1701-1785";"Moser, Johann Jakob";http://www.wikidata.org/entity/Q67139
7745;PERSO_NAME;"Vanderhagen, Amand 1753-1822";"Der Hagen, Amand van|Hagen, Amand van der|Van der Hagen, Amand|Vanderhagen, A.";http://www.wikidata.org/entity/Q1905565
7747;PERSO_NAME;"Minoja, Ambrogio 1752-1825";;http://www.wikidata.org/entity/Q3613839
7748;PERSO_NAME;"Stamitz, Carl 1745-1801";"Stamic, Karel|Stamic, Karel Filip|Stamitz, Carl Philipp|Stamitz, Charles|Stamitz, K.|Stamitz, Karl";http://www.wikidata.org/entity/Q157898
7749;PERSO_NAME;"Viglioni, C. A.";"Viglioni, Carlo Antonio";
7750;PERSO_NAME;"Bodrio Franciscano, P.";"Bodrio, P.";
7751;PERSO_NAME;"Sign., N.";"N., Signor";
7753;PERSO_NAME;"Gleichauf, Franz Xaver 1801-1856";;http://www.wikidata.org/entity/Q55901814
7754;PERSO_NAME;"Holcombe, Henry fl. 1707-1748";;http://www.wikidata.org/entity/Q18671410
7755;PERSO_NAME;"Sandi, Gregorio fl. 1723";;
7756;PERSO_NAME;"Turnbull, George ?-1760";;
7757;PERSO_NAME;"Guthrie, William 1708-1770";;http://www.wikidata.org/entity/Q19067933
7758;PERSO_NAME;"Lockman, John 1698-1771";"Author of The history of England by question and answer|Drake, James|History of England by question and answer, Author of the|Lockman|Lockman, J.";http://www.wikidata.org/entity/Q6245104
7759;PERSO_NAME;"Schering, Arnold 1877-1941";"Schering, A.";http://www.wikidata.org/entity/Q67576
7760;PERSO_NAME;"Sittard, Josef 1846-1903";"Sittard, J.|Sittard, Joseph";http://www.wikidata.org/entity/Q4192323
7761;PERSO_NAME;"Frezza dalle Grotte, Giuseppe ca. 1653-ca. 1718";;
7762;PERSO_NAME;"Lefèvre d'Étaples, Jacques 1460-1536";"Faber Stapulensis, Jacob |Faber Stapulensis, Jakob |Faber, Jacobus |Faber Stapulensis |Lefèvre d’Étaples ";http://www.wikidata.org/entity/Q356513
7763;PERSO_NAME;"Nemorarius, Jordanus 1225-1260";"Nemore, Jordanus de |Nemi, Giordano of";http://www.wikidata.org/entity/Q1232954
7764;PERSO_NAME;"Buizen, Jacobus van 1693-1754";;
